id,overall,name,position,age,team,nation
11,5370,Sanel Nuhic,ZMRZMRA,27,1.FC Saarbrücken,Bosnien-Herzegowina
12,5370,Kristian Haynes,ST,24,Trelleborgs,Schweden
13,5371,Eric Gustafsson,RMRV,22,Örgryte Göteborg,Schweden
14,5372,Gary Jones,STZOMRFL,29,Tranmere Rovers,England
15,5372,Neil Maddison,ZM,35,FC Darlington,England
16,5364,Hugo Cunha,ZMZOM,27,Uniπo Leiria,Portugal
17,5372,Johan Gallon,ZDMRV,26,Clermont Foot Auvergne,Frankreich
18,5380,Pascal Berenguer,ZDM,23,AS Nancy,Frankreich
19,5363,Marco Kurth,ZDMLMZM,26,Erzgebirge Aue,Deutschland
20,5375,Dominique Casagrande,TW,33,US Creteil,Frankreich
21,5363,Andree Wiedener,LVIVLAV,34,Eintracht Frankfurt,Deutschland
22,5365,Alfonso,RMZM,27,Tarragona,Spanien
23,5377,Romo,ZOM,25,Deportivo Alavés,Spanien
24,5372,Riccardo Fissore,IVRV,24,Vicenza Calcio,Italien
25,5365,Matteo Gianello,TW,28,AC Siena,Italien
26,5371,Luigi Martinelli,IVRV,34,Ascoli Calcio 1898,Italien
27,5372,Alassane Ouedraogo,RMRFLROM,24,RW Oberhausen,Burkina Faso
28,5369,Gunnar Berntsen,TW,26,Energie Cottbus,Deutschland
29,5365,Carlos,LM,24,Racing Ferrol,Spanien
30,5363,Lee Hodges,LMLV,31,Plymouth Argyle,England
1,5363,Craig Taylor,IV,30,Torquay United,England
2,5373,Kevin Hatchi,IVRIVLIV,23,Grenoble Foot 38,Frankreich
3,5368,Francisco,ZM,28,Cordoba,Spanien
4,5363,Simon Ramsden,RAVRV,22,Grimsby Town,England
5,5363,Christian Weber,ZDMIVRV,21,Greuther Fürth,Deutschland
6,5372,Tarik Sektioui,RFLMSST,27,AZ Alkmaar,Marokko
7,5366,Brad Maylett,RMRA,23,Swansea City,England
8,5372,Giacomo Tedesco,LM,28,Reggina Calcio,Italien
9,5365,Andrew Frampton,LVIV,25,FC Brentford,England
10,5365,Henri Heeren,ZMLVLAV,29,1.FC Saarbrücken,Niederlande
11,5363,Steen Nedergaard,RVRM,34,Odense BK,Dänemark
12,5365,Marco Manske,ZMRZDMRZOM,21,MSV Duisburg,Deutschland
13,5363,Lewis Neal,LMZM,23,Stoke City,England
14,5363,Gavin Strachan,ZOMMS,25,Hartlepool United,Schottland
15,5382,Billy Paynter,STLFL,20,FC Port Vale,England
16,5372,Neil Brisco,ZDMZM,26,FC Rochdale,England
17,5378,Jason Crowe,RVRAVIV,26,Grimsby Town,England
18,5363,Imants Bleidelis,ZOMRM,29,Viborg FF,Lettland
19,5372,Mark Jackson,IVRV,27,Scunthorpe United,England
20,5374,Ben Burgess,ST,22,Hull City,Republik Irland
21,5368,Marco Kück,IVRIVLIV,28,Rot-Weiss Essen,Deutschland
22,5363,Bart van den Eede,ST,26,NAC Breda,Belgien
23,5372,Joost Terol,TW,24,FC Utrecht,Niederlande
24,5363,Adam Murray,ZOMMS,23,Mansfield Town,England
25,5363,Thomas Andreasen,ZMRMIV,31,FC Nordsjælland,Dänemark
26,5369,Bjørn Helge Riise,ZMRZMRM,21,FC Strombeek,Norwegen
27,5372,Tobias Johansson,ZDMZMIV,22,Helsingborg IF,Schweden
28,5374,Nicolas Bonis,TW,23,RC Strasburg,Frankreich
29,5373,Kelly Berville,LAV,26,FC Gueugnon,Frankreich
30,5363,Adam Bolder,ZM,23,Derby County,England
1,5363,Sven Hoffmeister,TW,33,FSV Mainz 05,Deutschland
2,5382,Thorsten Nehrbauer,ZDMLZDMLZM,26,1.FC Saarbrücken,Deutschland
3,5363,Søren Pedersen,RVRDM,25,Aarhus GF,Dänemark
4,5370,Alexandre Hauw,ZDMLM,22,Clermont Foot Auvergne,Frankreich
5,5363,Jacob Sørensen,RM,21,Aalborg BK,Dänemark
6,5373,Mario Raimondi,ZOM,24,FC Thun,Schweiz
7,5365,Massimo Rizzo,LVRV,30,Schaffhausen,Schweiz
8,5365,Jesper Mikkelsen,ZDMIVLV,24,FC Midtjylland,Dänemark
9,5364,Allan Olesen,RVRAV,22,FC Nordsjælland,Dänemark
10,5365,Thomas Augustinussen,ST,23,Aalborg BK,Dänemark
11,5376,Lukas Zelenka,ZM,25,Sparta Prag,Tschechische Repub.
12,5378,Ruben Maldonado,IVRV,25,Venedig,Paraguay
13,5363,Martin Jensen,LV,26,Esbjerg FB,Dänemark
14,5372,Kalle Ståhl,IV,31,Sundsvall,Schweden
15,5366,Jonas Henriksson,ROMLOMRA,27,IFK Göteborg,Schweden
16,5365,Blaise Kouassi,IVRIV,29,EA Guingamp,Elfenbeinküste
17,5367,Yohan Bouzin,LVZDMLAV,30,SC Amiens,Frankreich
18,5363,Lars Larsen,LM,25,Randers,Dänemark
19,5369,Andreas Johansson,ZMRM,22,Halmstads BK,Schweden
20,5371,Nichlas Hindsberg,RMZOMRS,29,Hammarby IF,Dänemark
21,5372,Peter Westman,TW,32,Örebro SK,Schweden
22,5370,Ricardo Esteves,RVRFL,25,Reggina Calcio,Portugal
23,5363,Alan,RFL,25,CS Marítimo,Brasilien
24,5363,Luis Olim,ZOM,23,CS Marítimo,Portugal
25,5364,Briguel,RV,25,CS Marítimo,Portugal
26,5363,Ricardo Costa,IVRIV,23,FC Porto,Portugal
27,5363,Per Gawelin,ZMZOM,26,Örebro SK,Finnland
28,5363,Alex Nørlund,RMZOMLM,29,Viborg FF,Dänemark
29,5363,Dean Smith,IV,33,FC Port Vale,England
30,5364,Julien Lorthioir,ST,20,CS Sedan,Frankreich
1,5372,Karl Broadhurst,IV,24,AFC Bournemouth,England
2,5372,David Eyres,ZOMZM,40,Oldham Athletic,England
3,5363,James Hunt,ZOMST,27,Bristol Rovers,England
4,5363,Jason Jarrett,LM,25,Wigan Athletic,England
5,5368,Lee Unsworth,IV,31,FC Bury,England
6,5372,Danny Swailes,IV,25,FC Bury,England
7,5372,Ian Sharps,IVZDM,23,Tranmere Rovers,England
8,5372,Andy Crosby,IVLIBRV,31,Scunthorpe United,England
9,5374,Gareth Jelleyman,LVLAV,23,Boston United,Wales
10,5362,Lee Bullen,LVLAV,33,Sheffield Wednesday,Schottland
11,5372,Tiago,ZMZDM,29,Boavista Porto,Portugal
12,5372,Gernot Sick,ZDMIV,25,Liebherr GAK,Österreich
13,5363,Terence Skiverton,IV,29,Yeovil,England
14,5365,Simon Weatherstone,ST,24,Yeovil,England
15,5367,Ryan Clarke,IV,22,Boston United,England
16,5363,Richard Logan,ST,22,Peterborough United,England
17,5363,Ryan Williams,RMLMRFL,26,Bristol Rovers,England
18,5363,Craig Hinton,IVRV,26,Bristol Rovers,England
19,5363,Stuart Gray,LMLV,30,Rushden + Diamonds,Schottland
20,5372,Martin Devaney,RMZM,24,Cheltenham Town,England
21,5382,Shane Tudor,RMLM,22,Cambridge United,England
22,5372,Egutu Oliseh,ZMZOMRM,23,Grenoble Foot 38,Nigeria
23,5366,Jon Lundblad,STZOM,22,Örebro SK,Schweden
24,5382,Filippo Cristante,IVRV,27,Piacenza,Italien
25,5373,Erik Wahlstedt,RAVRFLRM,28,Helsingborg IF,Schweden
26,5363,Tomasz Iwan,RMZOMMS,32,VfB Admira,Polen
27,5370,Ferdinand Feldhofer,IVLIB,24,Rapid Wien,Österreich
28,5363,Jacques,ZM,25,Rio Ave FC,Portugal
29,5382,Alessandro Mazzola,LMZDMZM,35,Hellas Verona,Italien
30,5372,Kevin Ellison,STLFLMS,25,Chester,England
1,5383,Pius Ikedia,ROMRS,24,RBC Roosendaal,Nigeria
2,5363,Danny Schofield,ZOMMS,24,Huddersfield Town,England
3,5365,Christian Springer,LMLFLZDM,33,1. FC Köln,Deutschland
4,5274,Jamie Coyne,RV,23,ADO Den Haag,Australien
5,5262,Samuele Emiliano,LVLIVLAV,19,Turin,Italien
6,5266,Antonio Arcadio,MS,31,Catanzaro,Italien
7,5262,Alberto Galdiolo,MSRAST,21,Cesena,Italien
8,5262,Achille Coser,TW,22,Albinoleffe,Italien
9,5276,Nikos Marselis,ST,22,Paniliakos,Griechenland
10,5275,Fotis Panagopoulos,ST,18,Paniliakos,Griechenland
11,5275,Markos Markopoulos,ST,20,Paniliakos,Griechenland
12,5271,Affo Erassa,ZDM,21,Clermont Foot Auvergne,Togo
13,5266,Safari Behrang,ZDMRMRV,19,Malmö FF,Schweden
14,5270,Tommie Persson,RIVRZM,20,Malmö FF,Schweden
15,5271,Aurélien Capoue,ZM,22,FC Nantes,Frankreich
16,5273,Edwin Borboa,ST,21,Guadalajara,Mexiko
17,5269,Tomas Madou,ST,21,Cercle-Brügge,Belgien
18,5278,Andrea Consigli,TW,17,Atalanta,Italien
19,5269,Edgar Marcelino,RZOMRM,20,F.C. Penafiel,Portugal
20,5262,Fábio,ST,23,Gil Vicente,Brasilien
21,5262,Tonanha,ZM,24,Gil Vicente,Portugal
22,5262,Óscar,ZM,18,Gil Vicente,Portugal
23,5262,Edson,RVRAVIV,27,Gil Vicente,Brasilien
24,5265,Manoel,ST,26,Moreirense FC,Brasilien
25,5262,Ricardo Fernandes,IVRIV,26,Moreirense FC,Portugal
26,5265,Danielson,IV,23,Rio Ave FC,Brasilien
27,5270,Cândido Costa,ZM,23,Sporting Braga,Portugal
28,5265,Cesinha,ST,24,Sporting Braga,Brasilien
29,5264,Nelsinho,ZM,25,Sporting Braga,Portugal
30,5266,Steve Colpaert,RIV,18,FC Strombeek,Belgien
1,5275,Matt O'Halloran,ZMRM,22,Boston United,England
2,5275,Mark Philo,ZOMZM,20,Wycombe Wanderers,England
3,5274,Andy Reilly,LVLAV,18,Wycombe Wanderers,Schottland
4,5262,Mohammed Elberkani,RS,21,Roda JC Kerkrade,Niederlande
5,5264,Karim El Ahmadi,ZM,19,FC Twente,Niederlande
6,5270,Gilberto Zanoletti,ZDMZM,24,Vicenza Calcio,Italien
7,5275,Cristian Agnelli,ZMZDM,19,Hellas Verona,Italien
8,5285,David Galbraith,LMLZM,20,Northampton Town,England
9,5280,Ryan Amoo,ZDMRV,20,Northampton Town,England
10,5262,Juan Montano,ZDM,24,Tigres (Mexico),Mexiko
11,5272,Michael Small,ZM,20,Torquay United,England
12,5262,Queco,TW,24,Racing Ferrol,Spanien
13,5262,Luis Francisco García,LVLAV,40,Sinaloa,Mexiko
14,5262,Mario Schöny,ZM,21,VfB Admira,Österreich
15,5262,Angelo Siniscalchi,RZMRZDMRFL,20,Salernitana,Italien
16,5262,Andrea Servi,RIVIVLIV,20,Salernitana,Italien
17,5262,Luchese Leandro Guerreiro,LZMLFLLZOM,25,Salernitana,Brasilien
18,5270,Javad Razzaghi,RZMLZMRM,21,SK Sturm Graz,Iran
19,5265,Adam Farouk,RIVLIV,18,RBC Roosendaal,Marokko
20,5262,Luiz Mário,RFLRZMROM,27,Vitória Guimarπes,Brasilien
21,5280,Marcel Rozgonyi,IVLIVRIV,28,1.FC Saarbrücken,Deutschland
22,5264,Mamadi Berthe,ST,21,CS Sedan,Frankreich
23,5273,Erkan Zengin,ZM,19,Hammarby IF,Schweden
24,5262,Ricardo Cadena,RVIV,34,Sinaloa,Mexiko
25,5255,Pablo Arturo Metlich,RM,26,Tecos UAG,Mexiko
26,5270,Stefan Fischer,RMLM,18,FC Aarau,Schweiz
27,5270,Khalifa Cissé,ZM,20,Estoril Praia,Frankreich
28,5275,Bruno Gonçalves,MS,19,Vitória Futebol Clube,Portugal
29,5275,Faria,ZM,22,Uniπo Leiria,Portugal
30,5274,Bruno Leite,RV,22,A. Académica de Coimbra,Brasilien
1,5262,Emanuele Chiaretti,RSLSRA,26,Cesena,Italien
2,5262,Simone Cavalli,STMS,25,Cesena,Italien
3,5262,Ivan Piccoli,LOMLZOM,23,Cesena,Italien
4,5262,Simone Groppi,LVLIV,28,Cesena,Italien
5,5266,Víctor Odín Patiño,TW,21,U.N.A.M.,Mexiko
6,5270,Rob Ullathorne,LAVLVLM,32,Nottingham County,England
7,5276,Mario Ketterer,RZMZDMRZDM,20,Rot-Weiss Erfurt,Deutschland
8,5275,Christian Edwards,IV,28,Bristol Rovers,Wales
9,5270,Carlos Hurtado,LMIV,20,Atlas,Mexiko
10,5268,Fabian Gallée,TW,23,SC Charleroi,Belgien
11,5262,Nacho Franco,ST,23,Celta Vigo,Spanien
12,5270,Manuel López Mondragón,LMLAV,21,Veracruz,Mexiko
13,5266,Luis Ricardo Esqueda,ZM,23,Pachuca,Mexiko
14,5262,Kim J. K.,RV,22,Gwangju Sangmu Phoenix,"Korea, Republik"
15,5270,Óscar Dautt,TW,28,Puebla,Mexiko
16,5278,Roberio da Silva,ZOM,20,Örgryte Göteborg,Brasilien
17,5270,Maarten Martens,ZMZOM,20,RKC Waalwijk,Belgien
18,5277,Thomas Gebauer,TW,22,TSV 1860 München,Deutschland
19,5277,Miguel Ángel Casanova,MSRARS,23,Jaguares de Chiapas,Mexiko
20,5272,Miguel Ángel Gómez Palapa,ZMRZMLZM,30,Jaguares de Chiapas,Mexiko
21,5265,Stuart Barlow,STRS,36,Stockport County,England
22,5270,Daniel Douglas-Pringle,ST,19,FC Bury,England
23,5262,Tommy Widdrington,ZMRDMRV,33,Macclesfield Town,England
24,5272,Marc Volders,TW,27,SK Beveren,Belgien
25,5262,Sim Y. S.,ST,17,Seongnam Ilhwa Chunma,"Korea, Republik"
26,5278,Sin D. G.,LM,23,Seongnam Ilhwa Chunma,"Korea, Republik"
27,5262,Ahn S. H.,RFL,22,Incheon United,"Korea, Republik"
28,5262,Kim S. H.,IV,31,Seongnam Ilhwa Chunma,"Korea, Republik"
29,5270,Wolfgang Mair,RAROM,24,FC Wacker Tirol,Österreich
30,5270,Alexander Prent,LALSLZOM,21,NEC  Nijmegen,Niederlande
1,5270,Franco Andrés Miranda,RV,19,Club Atletico River Plate,Argentinien
2,5280,Nicky Wroe,ZM,19,FC Barnsley,England
3,5270,John White,RVLV,18,Colchester Untied,England
4,5265,Bernhard Erkinger,ZDM,24,Austria Salzburg,Österreich
5,5269,Christ Bruno,RMRFLRV,27,FC Strombeek,Belgien
6,5263,Svenne Poulsen,RMZOMMS,23,Randers,Dänemark
7,5265,Henrik Madsen,ZOM,21,Aarhus GF,Dänemark
8,5264,Andrew Harris,RMRZMRZDM,27,Chester,England
9,5270,Danny Collins,IVRIVRV,24,Chester,England
10,5276,Wayne Hatswell,LVLM,29,FC Kidderminster,England
11,5262,Ben Davies,RMZM,23,Chester,England
12,5267,Marko Kolsi,RMROM,19,Willem II,Finnland
13,5272,Sam Aiston,LMLFL,27,Shrewsbury,England
14,5262,Michael Lejan,LMZMLA,21,1. FC Köln,Belgien
15,5262,Philippe Correïa,IVLVRM,32,FC Gueugnon,Frankreich
16,5280,Marco Caligiuri,RMRZMZM,20,VfB Stuttgart,Deutschland
17,5262,Tom Schikora,ZMZDMRZM,20,Energie Cottbus,Deutschland
18,5270,Philipp Heithölter,LM,22,Arminia Bielefeld,Deutschland
19,5290,Vito Grieco,ZOM,33,Crotone,Italien
20,5273,Christian Adami,RVIV,27,Vicenza Calcio,Italien
21,5272,Gianluca Comotto,RAVRVRFL,26,Turin,Italien
22,5282,Adriano D`Astolfo,ZOMZM,20,Ternana,Italien
23,5272,Paolo De Crescenzo,ZMRM,20,Vicenza Calcio,Italien
24,5265,Robert Sarniak,TW,22,Polonia Warszawa,Polen
25,5280,Sorin Ghionea,RAV,25,Romania,Rumänien
26,5262,Fran,LMZM,20,Elche,Spanien
27,5266,Sebas,TW,26,Cordoba,Spanien
28,5262,Moncho,TW,24,Pontevedra,Spanien
29,5262,Casablanca,LVIV,27,Pontevedra,Spanien
30,5262,Fernando,ZDM,23,Tarragona,Spanien
1,5262,Gabriel Wüthrich,TW,23,FC St. Gallen,Schweiz
2,5262,Mentor Zhubi,ZM,20,Örgryte Göteborg,Schweden
3,5264,Audun Helgason,RV,30,Landskrona,Island
4,5263,Marino Rahmberg,MS,30,IFK Göteborg,Schweden
5,5270,Cesar Fernando,LVLM,24,Schaffhausen,Brasilien
6,5262,Jim Corbett,STMS,24,Southend United,England
7,5272,Andy Butler,IV,24,Scunthorpe United,England
8,5276,Josué Castillejos,MS,24,Toluca,Mexiko
9,5272,Paul Scott,LVLAVLM,19,FC Burnley,England
10,5262,Wolfgang Bubenik,ZMZOM,23,FC Superfund Pasching,Österreich
11,5271,Sean St. Ledger-Hall,IV,19,Peterborough United,England
12,5283,Callum MacDonald,RVRIV,21,Dundee,Schottland
13,5272,Kim D. G.,RM,24,Puchon SK,"Korea, Republik"
14,5270,Caleb Folan,ST,21,FC Chesterfield,England
15,5272,Jang H. G.,ZM,24,Daegu FC,"Korea, Republik"
16,5262,Terry Dunfield,ZOMZM,22,FC Bury,Kanada
17,5285,Jorge Barrera,RVRAV,22,Guadalajara,Mexiko
18,5262,Simon Bræmer,MS,20,Silkeborg,Dänemark
19,5272,Niels Wellenberg,RZMRM,22,FC Twente,Niederlande
20,5281,Jaroslav Cerny,LZMLM,25,Sigma Olomouc,Tschechische Repub.
21,5272,Robert Caha,IVLV,28,Sigma Olomouc,Tschechische Repub.
22,5262,János Mátyus,IVLIB,29,VfB Admira,Ungarn
23,5271,Tom Zoontjes,IV,19,AZ Alkmaar,Niederlande
24,5262,Nadjin Abdou,ZM,20,CS Sedan,Frankreich
25,5270,Taylor Graham,RVIVRZDM,24,Kansas City Wizards,USA
26,5272,Salvatore Sullo,LMZM,32,Messina Calcio,Italien
27,5263,Anouar Hadouir,STMS,22,Willem II,Niederlande
28,5265,André Thoms,TW,22,Energie Cottbus,Deutschland
29,5262,Ray Fränkel,RVRAV,22,FC Groningen,Surinam
30,5262,Brian Wilson,RVRAVRM,21,Cheltenham Town,England
1,5262,Maurizio Lanzaro,RIVIV,22,AS Rom,Italien
2,5281,Domenico Giampá,ZMLFL,27,Messina Calcio,Italien
3,5273,Thomas Hansen,IV,21,Brondby IF,Dänemark
4,5268,Fabrice Lokembo Lokaso,LM,21,SC Charleroi,Belgien
5,5278,Gussev Vitali,ZM,21,Trelleborgs,Russland
6,5264,Jon Rytterbro,TW,21,Hammarby IF,Schweden
7,5263,Francis Dickoh,IV,21,FC Nordsjælland,Dänemark
8,5277,Griffin De Vroe,TW,19,SC Lokeren,Belgien
9,5264,Bruno Pompière,ST,24,FC Metz,Frankreich
10,5268,Barbaros Barut,ZDMZMRZDM,21,SpVgg Unterhaching,Türkei
11,5269,Mario Karner,IVRVLV,21,SK Sturm Graz,Österreich
12,5272,Tommy Jaszczun,LVLAV,27,Northampton Town,England
13,5272,Paul Smith,LFLRFL,28,Sheffield Wednesday,England
14,5271,Michael Keane,ZMLM,21,Hull City,Republik Irland
15,5278,Désiré Périatambée,RV,28,Le Mans,Mauritius
16,5272,Stéphane Samson,STZOMMS,29,Clermont Foot Auvergne,Frankreich
17,5280,Stéphane Grégoire,ZOMZM,36,Dijon Football Côte-d'Or,Frankreich
18,5268,Maik Kunze,STMSRFL,27,Erzgebirge Aue,Deutschland
19,5270,Enzo Todisco,ST,24,Schaffhausen,Italien
20,5270,Benjamin Maréchal,RA,21,KAA Gent,Belgien
21,5262,Gorka García,LMLV,29,Cordoba,Spanien
22,5263,Ariel Alfredo Montenegro,ZMZOMZDM,28,Cordoba,Argentinien
23,5278,Alberto,RFLRMRA,26,Getafe,Spanien
24,5269,Jaio,IVLV,24,Racing Ferrol,Spanien
25,5262,Mehmet Dragusha,LMLFLZOM,26,Eintracht Frankfurt,Albanien
26,5278,Oumar Tchomogo,ST,26,EA Guingamp,Benin
27,5268,Ousmane Traoré,LVLIV,27,Grenoble Foot 38,Burkina Faso
28,5270,Malek Aït-Alia,ZDMZMRZDM,27,Stade Laval,Frankreich
29,5262,Dorado,IV,22,UE Lleida,Spanien
30,5262,Davide Moretto,IV,20,FC Aarau,Italien
1,5263,Sören Holz,LVLIVLZDM,27,1.FC Saarbrücken,Deutschland
2,5276,Massimo Mutarelli,LM,26,US Palermo,Italien
3,5271,Roberto Massaro,ST,24,Salernitana,Italien
4,5281,Simone Padoin,ZMLM,20,Vicenza Calcio,Italien
5,5272,Chris Willmott,IV,27,Northampton Town,England
6,5267,Jens Truckenbrod,RFLZOMZM,24,Schaffhausen,Deutschland
7,5273,Guillaume Norbert,ZDMIVLV,23,SCO Angers,Frankreich
8,5272,Kevin O'Conner,ZMRMMS,21,FC Brentford,Republik Irland
9,5269,Tom Williams,LMLAVLFL,24,FC Barnsley,England
10,5266,Peter Niemeijer,ZM,20,FC Twente,Deutschland
11,5278,Rob Gier,ZDMIVRV,23,Rushden + Diamonds,England
12,5271,Sergiu Radu,ST,27,Le Mans,Rumänien
13,5262,Marc Richards,ST,22,Northampton Town,England
14,5272,Jim Whitley,ZM,29,AFC Wrexham,Nordirland
15,5272,John Melligan,ZM,22,Cheltenham Town,Republik Irland
16,5262,Dean West,RVRAV,31,Lincoln City,England
17,5272,Lawrie Dudfield,ST,24,Southend United,England
18,5272,Daniel Sjölund,STRALA,21,D. Stockholm,Finnland
19,5262,Nuno Amaro,LAVLV,28,Gil Vicente,Portugal
20,5262,Khadim,TW,34,Boavista Porto,Senegal
21,5270,da Costa,ZMLM,22,FC Twente,Portugal
22,5272,Paul Tait,ST,28,FC Rochdale,England
23,5272,Stefan Kulovits,ZMZDM,21,Rapid Wien,Österreich
24,5280,Mickaël Fabre,TW,20,CS Sedan,Frankreich
25,5264,David Marazzi,ZOMMS,20,FC St. Gallen,Schweiz
26,5276,Cyril Granon,RMSTZOM,32,Racing Ferrol,Frankreich
27,5270,Kevin van Dessel,ZMZDM,25,Roda JC Kerkrade,Belgien
28,5271,Mathias Surmann,RMRVRZM,29,Greuther Fürth,Deutschland
29,5277,David De Freitas,RMZM,25,Grenoble Foot 38,Frankreich
30,5262,Markus Schmidt,ZDMRMIV,26,SV Mattersburg,Österreich
1,5271,Michael Horvath,ZDMZM,22,FC Superfund Pasching,Österreich
2,5266,Christian Traoré,IVZDM,22,FC Kopenhagen,Dänemark
3,5262,Christian Christiansen,MS,22,Aalborg BK,Dänemark
4,5270,Adriano Jorge Bonaiuti,TW,37,Udinese,Italien
5,5262,Mads Kjøller Westh,MS,23,Herfolge BK,Dänemark
6,5263,Casper Jacobsen,TW,25,Viborg FF,Dänemark
7,5262,Ivan Willockx,TW,28,Mons,Belgien
8,5280,Theo Zwarthoed,TW,21,AZ Alkmaar,Niederlande
9,5262,Peter Tranberg,ZDMRM,26,Aalborg BK,Dänemark
10,5262,Daniel Näsholm,ZOMZMMS,29,Sundsvall,Schweden
11,5264,Nuno Santos,TW,26,F.C. Penafiel,Portugal
12,5262,Mário Sérgio,RV,23,Sporting Lissabon,Portugal
13,5262,Primo,RVIV,28,Moreirense FC,Portugal
14,5262,Eusébio,LVLAV,30,CS Marítimo,Portugal
15,5262,Kenedy,LMLAV,30,Sporting Braga,Guinea-Bissau
16,5278,Daniel Tjernström,LVLAVLM,30,AIK Solna,Schweden
17,5262,Jamie Brooks,STRFLRM,24,Oxford United,England
18,5272,Adam Boyd,ZOMSTRFL,22,Hartlepool United,England
19,5262,Gary Taylor-Fletcher,ST,23,Lincoln City,England
20,5262,Lee Canoville,IVLVRV,23,Torquay United,England
21,5272,Dave Kitson,ST,24,FC Reading,England
22,5262,Carlos Edwards,ZOMRM,25,AFC Wrexham,Trinidad und Tobago
23,5272,Hector Sam,ST,26,AFC Wrexham,Trinidad und Tobago
24,5273,Graham Allen,RVIV,27,Rushden + Diamonds,England
25,5272,Francis Green,STMS,24,Lincoln City,England
26,5262,Rogério Matias,LVLAV,29,Vitória Guimarπes,Portugal
27,5262,Abel,RVRAV,25,Sporting Braga,Portugal
28,5264,Sidney Lammens,RAVRV,27,RBC Roosendaal,Belgien
29,5262,Jimmy Smet,RVIV,26,Lierse SK,Belgien
30,5262,João Manuel,ZMLM,37,Moreirense FC,Portugal
1,5262,Freddy,RFLLFLZOM,25,Uniπo Leiria,Angola
2,5262,João Viva,TW,34,F.C. Penafiel,Portugal
3,5265,Darren Way,ZOMZMZDM,24,Yeovil,England
4,5272,Steve Foster,IV,25,Doncaster Rovers,England
5,5272,Gary Alexander,ST,25,Leyton Orient,England
6,5262,Mark Greaves,RVRAVIV,29,Boston United,England
7,5262,Andrew Holt,LVIV,26,AFC Wrexham,England
8,5262,Shane Duff,IV,22,Cheltenham Town,Nordirland
9,5280,Walyd Regragui,RVRAVRM,29,Racing Santander,Marokko
10,5270,Mourad Mghizrat,RMRFLMS,30,Willem II,Marokko
11,5262,Manú,STMS,22,Modena,Portugal
12,5262,Rafael,ZOMMS,30,Vitória Guimarπes,Brasilien
13,5259,Nélson,IVRV,20,Uniπo Leiria,Portugal
14,5272,Albert van der Sleen,TW,41,NEC  Nijmegen,Niederlande
15,5281,Lamberto Zauli,ZOMRMLM,33,US Palermo,Italien
16,5272,Johan Walem,LMLVLAV,32,Catania,Belgien
17,5262,Kevin Dawson,IV,23,FC Chesterfield,England
18,5262,Alessandro Conticchio,RMZMZOM,30,Turin,Italien
19,5270,Éder,RVLV,23,Vitória Futebol Clube,Brasilien
20,5270,Torrão,RMZOMLM,27,Uniπo Leiria,Portugal
21,5270,Eliseu,STLFLRFL,21,CF Belenenses,Portugal
22,5262,Carlos Fernandes,LVRFLLM,26,Boavista Porto,Portugal
23,5262,Shane Nicholson,LVLAVLM,34,FC Chesterfield,England
24,5164,Alessandro Armenise,ZMLZM,19,AS Bari,Italien
25,5171,Andrea Cristiano,MSRS,20,Albinoleffe,Italien
26,5171,Stéphane Darbion,ST,20,SC Montpellier,Frankreich
27,5172,Lassana Diarra,ZM,19,Le Havre,Frankreich
28,5169,Paulino Tavares,ZOM,19,US Creteil,Portugal
29,5164,Sidney,ZDM,27,F.C. Penafiel,Brasilien
30,5173,John Turner,ST,17,Cambridge United,England
1,5171,Alejandro Pliego,IV,22,Morelia,Mexiko
2,5167,Peter Franquart,IV,19,Lille Osc,Frankreich
3,5166,Erima Sowe,MS,19,Herfolge BK,Gambia
4,5172,Carl Dickinson,LVLMZM,18,Stoke City,England
5,5162,Richard Keogh,ZMRMLM,18,Stoke City,England
6,5160,Paulo Ricardo Pereira Arantes,ST,17,Gil Vicente,Portugal
7,5161,Rovérsio,RM,20,Gil Vicente,Brasilien
8,5163,Armando,MSST,29,Moreirense FC,Portugal
9,5166,Andrea Carozza,RZDMZOMRM,19,Pescara,Italien
10,5161,Gabriele Bartoletti,TW,20,Pescara,Italien
11,5173,Mojo Kingsley,IV,19,Viborg FF,Nigeria
12,5170,Otman Bakkal,RARFL,19,PSV Eindhoven,Niederlande
13,5172,Vedad Ibisevic,ST,20,Paris Saint-Germain,Bosnien-Herzegowina
14,5162,Illary van der Lee,TW,20,RBC Roosendaal,Niederlande
15,5176,Jay Shields,ZM,19,Hibernian,Schottland
16,5177,Yiannis Kolokas,ZDM,19,Paniliakos,Griechenland
17,5176,Ioannis Kolotouros,IV,20,Paniliakos,Griechenland
18,5170,Davide Drascek,ZDMZM,23,Vicenza Calcio,Italien
19,5178,Ricardo Martínez Trimmer,ZMZOM,20,Monterrey,Mexiko
20,5182,Dawid Jędzrejak,ZM,21,Polonia Warszawa,Polen
21,5170,Andres Bressan,RVRAV,27,FC Gueugnon,Argentinien
22,5161,Jamel Zaïri,ST,18,SCO Angers,Frankreich
23,5170,Ulrich Winkler,ZOMRZOMROM,19,SW Bregenz,Österreich
24,5170,Marco Garcés,ZM,31,Cruz Azul,Mexiko
25,5181,Yacine Hima,ZMZDM,20,Olympique Lyon,Frankreich
26,5175,Julien Pinelli,LM,17,Raa Louviéroise,Belgien
27,5170,Simon Russell,ZM,19,FC Kidderminster,England
28,5170,Roberto Domínguez,IV,30,Sinaloa,Mexiko
29,5171,Jürgen Rindler,TW,18,Liebherr GAK,Österreich
